name,county,type,contact_person,phone,email,sub_county,nearest-landmark,lat,lon
Kamaembe Dispensary,Kitui,Hospital,,,,Nzambani,Kamaembe Shopping Centre,-1.33401,38.17087
Kamagambo Dispenasry,Migori,Hospital,,,,Rongo,Rongo,-0.73766,34.6234
Kamaget Dispensary,Kericho,Hospital,,,,Belgut,Sigowet,-0.42532,35.06784
Kamaget Dispensary (Trans Mara),Narok,Hospital,,,,Trans Mara East,Kamaget Market,-1.07987,35.07997
Kamaguna Dispensary,Tharaka Nithi,Hospital,,,,Tharaka North,Maragwa Market,-0.17512,38.1098
Kamahindu (AIC) Medical Centre,Kiambu,Hospital,,,,Lari,Kagwe,-1.00855,36.70117
Kamahuha Dispensary,Murang'a,Hospital,,,,Muranga South,Kamahuha,-0.84556,37.17897
Kamaindi Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Chuka Town/ Kajuki Market-Barrier,-0.38057,37.83906
Kamakwa Medical Clinic,Nyeri,Hospital,,,,Nyeri Central,Nyeri Town,-0.42753,36.9319
Kamanau Dispensary,West Pokot,Hospital,,,,Pokot Central,Lomut,0.147622,35.57101
Kamandio Dispensary,Kitui,Hospital,,,,Kitui Central,Kitui,-1.17032,38.09255
Kamangunet VCT,Nandi,Hospital,,,,Nandi South,Kobujoi market,0.06117,34.97634
Kamanyaki Dispensary,Tharaka Nithi,Hospital,,,,Tharaka South,Chiakariga,-0.32197,37.98558
Kamanyi Dispensary,Kitui,Hospital,,,,Kitui Central,Kamanyi Market,-1.68268,37.87374
Kamar Dispensary,Baringo,Hospital,,,,Mogotio,Mogotio,0.24738,36.01517
Kamara Dispensary,Nakuru,Hospital,,,,Kuresoi,Kamara,-0.0965,35.67934
Kamarandi Dispensary,Tharaka Nithi,Hospital,,,,Tharaka South,Chiakariga,-0.36862,37.89853
Kamasai Dispensary,Nandi,Hospital,,,,Nandi North,Eldoret,0.54219,34.8804
Kamasega Dispensary,Kericho,Hospital,,,,Kericho,Kipsitet,-0.31149,35.13417
Kamasengere Dispensary,Homa Bay,Hospital,,,,Mbita,Kolunga Beach,-0.42124,34.14635
Kamashia,Kakamega,Hospital,,,,Mumias,Mumias,0.29334,34.50681
Kamasia Health Centre,Elgeyo Marakwet,Hospital,,,,Marakwet East,Kapsowar,1.06491,35.45951
Kamasielo Dispensary,Bungoma,Hospital,,,,Kimilili Bungoma,kamasielo,0.83355,34.77753
Kamawoi Dispensary,Kericho,Hospital,,,,Belgut,Sosiot,-0.39043,35.12798
Kambajo Dispensary,Siaya,Hospital,,,,Bondo,Kambajo,-0.078944,34.21136
Kambandi Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Chuka Town/ Kambandi Market,-0.35005,37.67238
Kambare Dispensary,Siaya,Hospital,,,,Gem, ,-0.03225,34.4665
Kambe Dispensary,Kilifi,Hospital,,,,Rabai,Kambe,-3.86215,39.64079
Kambe Kikomani Medical Clinic,Kilifi,Hospital,,,,Kaloleni,Kaloleni,-3.84001,39.62001
Kambi Garba Dispensary,Isiolo,Hospital,,,,Isiolo,Central,0.39473,37.59273
Kambi Ya Juu Catholic Dispensary (Isiolo),Isiolo,Hospital,,,,Isiolo,Isiolo,0.33587,37.56324
Kambi ya Waya Dispensary,Kilifi,Hospital,,,,Magarini,Gongoni,2.92282,40.13977
Kambimawe Dispensary,Makueni,Hospital,,,,Makueni,Wote,-1.85218,37.66094
Kambini Dispensary,Bungoma,Hospital,,,,Kimilili Bungoma,kimilili,0.7259,34.7265
Kambiri Health Centre,Kakamega,Hospital,,,,Kakamega East (Shinyalu),Kambiri,0.37415,34.91101
Kambirwa Health Centre,Murang'a,Hospital,,,,Kiharu,Muranga,-0.74124,37.1921
Kambiti Health Centre,Murang'a,Hospital,,,,Muranga South,Kambiti,-0.83128,37.2348
Kamboe Dispensary,Marsabit,Hospital,,,,Marsabit South,Logologo,2.10432,37.89562
Kamboo Dispensary,Makueni,Hospital,,,,Makindu,Makindu,-2.20382,37.90091
Kambu Catholic Dispensary,Makueni,Hospital,,,,Kibwezi,Kambu,-2.5967,38.07592
Kambu Integrated Health Clinic,Makueni,Hospital,,,,Kibwezi,Kambu,-2.59388,38.07531
Kambu Model Health Centre,Makueni,Hospital,,,,Kibwezi,Kambu market,-2.5976,38.07714
Kambui (PCEA) Dispensary,Kiambu,Hospital,,,,Githunguri,Githunguri,-1.101,36.86279
Kamburaini Dispensary,Nyeri,Hospital,,,,Kieni East,Naromoru,-0.20607,37.09823
Kamburu (PCEA) Dispensary,Kiambu,Hospital,,,,Lari,Kamburu,-1.02852,36.74016
Kamburu Dispensary,Kiambu,Hospital,,,,Lari,Kamburu shopping centre,-1.45691,36.123
Kambusu Dispensary,Machakos,Hospital,,,,Matungulu,Kambusu,-1.24988,37.36115
Kamelil Dispensary (Tinderet),Nandi,Hospital,,,,Tinderet,Nandi Hills,0.02094,35.41984
Kamelilo Dispensary,Nandi,Hospital,,,,Tinderet,Maraba,0.00597,35.309
Kamenjo Dispensary,Bungoma,Hospital,,,,Mt Elgon,Kaborom,0.85277,34.77174
Kamfas Clinic,Kirinyaga,Hospital,,,,Kirinyaga West,Kiangwachi,-0.61019,37.20237
Kamili Organization,Nairobi,Hospital,,,,Westlands,same compound with lower kabete dispensary,-1.23996,36.74564
Kamirai Dispensary,Bomet,Hospital,,,,Sotik,Kaplong,-0.66519,35.16475
Kamirithu Medical Clinic,Kiambu,Hospital,,,,Limuru,Limuru,-1.10916,36.62983
Kamiti Maximum Clinic,Nairobi,Hospital,,,,Roysambu,Nearer to Kahawa West Market,-1.17768,36.89448
Kamiti Prison Hospital,Nairobi,Hospital,,,,Roysambu,Nairobi,-1.17611,36.89343
Kamketo Dispensary,West Pokot,Hospital,,,,North Pokot,Makutano,1.92594,35.16267
Kamkomani Dispensary,Kilifi,Hospital,,,,Kaloleni,Mariakani,-3.88438,39.51892
Kamkong Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.08246,35.18631
Kamla Bamako Initiative Dispensary,West Pokot,Hospital,,,,North Pokot,Makutano,1.98984,35.3028
Kamla Community Dispensary,West Pokot,Hospital,,,,North Pokot,Makutano,2.06791,35.1061
Kamogo Health Centre,Elgeyo Marakwet,Hospital,,,,Marakwet East,Kapsowar,1.19097,35.60613
Kamoi Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West,Kitale,1.08498,35.25368
Kamoko Health Centre,Nyeri,Hospital,,,,Nyeri South,Othaya Town,-0.51503,36.91206
Kamolo Dispensary,Busia,Hospital,,,,Teso North,Malaba,0.58756,34.29439
Kamongil Dispensary,Bomet,Hospital,,,,Chepalungu,Kaboson Market,-1.01167,35.22083
Kampala MEdical Services,Kajiado,Hospital,,,,Isinya,Kitengela town,-1.49799,36.9546
Kampi Samaki Health Centre,Baringo,Hospital,,,,Baringo Central,Marigat,0.61668,36.02536
Kamuchege Dispensary,Kiambu,Hospital,,,,Lari,Kamuchege Shopping Centre,-1.02914,36.78885
Kamuchisu Dispensary,Kakamega,Hospital,,,,Kakamega North (Malava), ,-0.43933,34.7703
Kamuge Dispensary,Turkana,Hospital,,,,Turkana East,Lokori,1.97761,36.1059
Kamujohn Medical Clinic,Elgeyo Marakwet,Hospital,,,,Keiyo,Kamelil,0.348833,35.55983
Kamukuywa (ACK) Dispensary,Bungoma,Hospital,,,,Bungoma North,Naitiri,0.80856,34.7973
Kamukuywa Dispensary,Bungoma,Hospital,,,,Kimilili Bungoma,Kimilili,0.78026,34.79005
Kamulat Clinic,Uasin Gishu,Hospital,,,,Eldoret West,Eldoret,0.850978,35.1593
Kamulewa Dispensary,Kitui,Hospital,,,,Mwingi Central,Enziu,-0.86958,38.27014
Kamumo Medical Clinic,Kirinyaga,Hospital,,,,Kirinyaga East,Kianyaga,-0.49467,37.35109
Kamumu Dispensary,Embu,Hospital,,,,Mbeere North,Kamumu,-0.50326,37.72964
Kamundugi dispensary,Bomet,Hospital,,,,Chepalungu,Siongiroi,-0.89623,35.256211
Kamuneru Dispensary,Bungoma,Hospital,,,,Mt Elgon,Kamuneru,0.82261,34.63985
Kamung'ang'a (ACK) Dispensary,Murang'a,Hospital,,,,Kigumo,Gachocho,-0.78673,36.97782
Kamunyaka Clinic,Murang'a,Hospital,,,,Kandara,Kamunyaka,-0.92157,37.08785
Kamunyange Dispensary,Embu,Hospital,,,,Mbeere South, ,-0.70909,37.55977
Kamurguiywa Dispensary,Nandi,Hospital,,,,Chesumei,Kapsabet,0.21174,35.06904
Kamuriai Dispensary,Busia,Hospital,,,,Teso North,Malaba,0.661783,34.298217
Kamusiliu Dispensary,Kitui,Hospital,,,,Kyuso,Kamusiliu,-0.6059,38.301
Kamuskut Clinic,West Pokot,Hospital,,,,Pokot Central,Sigor,1.40189,35.57031
Kamutei Health Centre,Kitui,Hospital,,,,Mutomo,Kamutei,-1.98252,38.03841
Kamuthanga Dispensary,Machakos,Hospital,,,,Machakos,Kamuthanga,-1.40434,37.22468
Kamuthatha Clinic,Embu,Hospital,,,,Manyatta,Kithimu,-0.49822,37.53688
Kamuthe Health Centre,Garissa,Hospital,,,,Fafi,Kamuthe,-0.73224,39.83374
Kamuthini Dispensary,Makueni,Hospital,,,,Mukaa,Maiani market,-1.8788,37.30331
Kamuti Clinic,Meru,Hospital,,,,Imenti North,Meru,0.04772,37.65259
Kamuwongo Dispensary,Kitui,Hospital,,,,Kyuso,Kamuwongo,-0.71721,38.07416
Kamuyu Dispensary,Nyeri,Hospital,,,,Nyeri Central,Kamakwa,-0.42605,36.91963
Kamwangi Health Services,Kiambu,Hospital,,,,Gatundu North,Gatundutown,-0.942925,36.8889
Kamwathu Dispensary,Tharaka Nithi,Hospital,,,,Tharaka North,Marimanti Market,-0.22042,38.05772
Kamwega Dispensary,Nandi,Hospital,,,,Nandi North,Kapsabet,0.39692,35.11774
Kamweli Dispensary,Embu,Hospital,,,,Mbeere South,Mutuombare,-0.53113,37.4528
Kamwenja Teachers Training College,Nyeri,Hospital,,,,Nyeri Central, ,-0.40083,36.9164
Kamweti Dispensary,Kirinyaga,Hospital,,,,Kirinyaga East,Kimunye,-0.41442,37.31365
Kamwimbi Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Itugururu,-0.44052,37.75279
Kamwingi Dispensary,Kericho,Hospital,,,,Londiani,Londiani,-0.07181,35.562
Kamwitha Medcal Centre,Nairobi,Hospital,,,,Roysambu,next roysambu primary sch,-1.20661,36.89644
Kamwosor sub-district hospital,Elgeyo Marakwet,Hospital,,,,Keiyo South,Eldoret,0.19563,35.56554
Kanakurudio Health Centre,Turkana,Hospital,,,,Turkana North,Kanakurudio,3.82112,35.7124
Kanamai Health Care,Kilifi,Hospital,,,,Kilifi South,Majengo,-3.91889,39.76094
Kanaodon Dispensary,Turkana,Hospital,,,,Turkana South,Katilu,2.49057,35.4666
Kanawoi Dispensary,Turkana,Hospital,,,,Turkana Central,Lodwar,3.1057,35.6145
Kandara Sub County Hospital,Murang'a,Hospital,,,,Kandara,Kandara,-0.90068,37.00274
Kandaria Medical Centre,Kisumu,Hospital,,,,Nyakach,Nduga,-0.33737,34.97995
Kandebene Dispensary,Meru,Hospital,,,,Tigania East,Kandebene,0.30433,37.66695
Kandege Dispensary,Kisumu,Hospital,,,,Muhoroni,Fort Ternan,-0.21452,35.3071
Kanderendu Dispensary,Murang'a,Hospital,,,,Kigumo,Kanderendu,-0.78456,36.81595
Kandiege Sub-District Hospital,Homa Bay,Hospital,,,,Rachuonyo North,Kandiege Market,-0.42939,34.55277
Kandongu Dispensary,Kirinyaga,Hospital,,,,Kirinyaga North,Kandongu,-0.6658,37.29463
Kanduri Dispensary,Embu,Hospital,,,,Embu East,3KM off Kawanjara-Ishiara highway from Ugweri market.,-0.480414,37.60061
Kandutura Dispensary,Nakuru,Hospital,,,,Rongai,Rongai,-0.12362,35.8249
Kandwia Dispensary,Kitui,Hospital,,,,Kyuso,Kandwia,-0.61818,38.11275
Kangagetei Dispensary,Turkana,Hospital,,,,Turkana Central,Lodwar,3.1551,35.86313
Kangaita Health Centre,Kirinyaga,Hospital,,,,Kirinyaga Central,Kangaita A,-0.42508,37.27245
Kangaita Medical Clinic (Kirinyaga Central),Kirinyaga,Hospital,,,,Kirinyaga Central,Kangaita,-0.366425,37.2815
Kangakipur Dispensary,Turkana,Hospital,,,,Turkana South,Lokichar,2.27301,35.9767
Kangalita Dispensary,Turkana,Hospital,,,,Loima,Kalemunyang,2.74034,35.40049
Kangalu Dispensary,Kitui,Hospital,,,,Katulani,Kitui,-1.44258,37.98507
Kanganga Dispensary,Bungoma,Hospital,,,,Cheptais,Kanganga,0.83473,34.46462
Kangari Health Centre,Murang'a,Hospital,,,,Kigumo,Kangari,-0.78477,36.86789
Kangari Medical Clinic,Kiambu,Hospital,,,,Thika West, ,-1.06743,37.0979
Kangaru Dispensary (Embu),Embu,Hospital,,,,Manyatta,Embu,-0.49476,37.45773
Kangaru Dispensary (Kirinyaga),Kirinyaga,Hospital,,,,Kirinyaga West,Kagio,-0.63589,37.24518
Kangaru Hospital,Embu,Hospital,,,,Manyatta,Embu,-0.49638,37.4581
Kangatosa Dispensary,Turkana,Hospital,,,,Turkana Central,Lodwar,3.127,35.96475
Kangema Medical Clinic,Murang'a,Hospital,,,,Muranga West,Kangema,-0.686593,36.961
Kangema Sub-District Hospital,Murang'a,Hospital,,,,Kiharu,Kangema,-0.68962,36.97145
Kangemi Gichagi Dispensary,Nairobi,Hospital,,,,Westlands, ,-1.27108,36.74507
Kangemi Health Centre,Nairobi,Hospital,,,,Westlands,Nairobi,-1.2671,36.7492
Kangeta G K Prison Dispensary,Meru,Hospital,,,,Igembe Central,Kangeta Market,0.28431,37.88488
Kangeta Health Centre,Meru,Hospital,,,,Igembe Central,Kangeta Market,0.27644,37.88962
Kangirisae Dispensary,Turkana,Hospital,,,,Turkana Central,Nakurio,2.37219,36.15217
Kangocho Dispensary,Nyeri,Hospital,,,,Mathira East,Karatina,-0.30376,37.09354
Kangoletiang Dispensary,West Pokot,Hospital,,,,North Pokot,Makutano,1.83294,35.20476
Kangonde Health Centre,Machakos,Hospital,,,,Masinga,Matuu,-1.07664,37.67995
Kangri Dispensary,Homa Bay,Hospital,,,,Rachuonyo North,Oyuma Market,-0.35024,34.61466
Kangu Dispensary,Kirinyaga,Hospital,,,,Kirinyaga South,Kimbimbi,-0.57092,37.35595
Kangubiri Girls High School Clinic,Nyeri,Hospital,,,,Tetu, ,-0.48974,37.02831
Kangundo Community Clinic,Machakos,Hospital,,,,Kangundo,Kangundo,-1.31036,37.3704
Kangundo District Hospital,Machakos,Hospital,,,,Kangundo,Kangundo,-1.2992,37.34618
Kangutu Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Kangutu market,-0.33798,37.68546
Kaningo Health Centre,Kitui,Hospital,,,,Tseikuru,Kaningo,-0.20952,38.32968
Kanja Health Centre,Embu,Hospital,,,,Embu East,Kanja,-0.37803,37.52897
Kanjama Dispensary,Murang'a,Hospital,,,,Mathioya,Kanjama,-0.61908,36.9522
Kanjinji Dispensary,Kirinyaga,Hospital,,,,Kirinyaga South,Kanjinji,-0.61171,37.40819
Kanjora (PCEA) Dispensary,Nyeri,Hospital,,,,Tetu,Ihururu,-0.41203,36.72796
Kanjuiri Dispensary,Nyandarua,Hospital,,,,Mirangine,Olkalou,-0.36203,36.28434
Kanthuni Dispensary,Makueni,Hospital,,,,Makueni,Kanthuni mkt.,-1.88788,37.83849
Kanusin Dispensary,Bomet,Hospital,,,,Sotik,Sotik,-0.77112,35.21453
Kanyaa Dispensary,Kitui,Hospital,,,,Mwingi West,Kanyaa,-1.10579,37.97415
Kanyagwal Dispensary,Kisumu,Hospital,,,,Nyando,Ahero,-0.23887,34.8797
Kanyakine District Hospital,Meru,Hospital,,,,Imenti South,Kanyakine Mkt,-0.12923,37.67557
Kanyangi Dispensary,Embu,Hospital,,,,Mbeere North,Ngiiri,-0.49372,37.75085
Kanyangi Mission Dispensary,Kitui,Hospital,,,,Kitui West,Kanyangi,-1.75905,37.90926
Kanyangi Sub-District Hospital,Kitui,Hospital,,,,Lower Yatta,Kanyangi Market,-1.76178,37.90907
Kanyarkwat Dispensary,West Pokot,Hospital,,,,West Pokot,Kapenguria,1.40867,35.03128
Kanyekini Dispensary,Kitui,Hospital,,,,Mwingi West,Musuani,-1.02139,37.98919
Kanyenyaini Health Centre,Murang'a,Hospital,,,,Muranga West,Kanyenyaini,-0.68602,36.8829
Kanyenyaini Medical Clinic,Murang'a,Hospital,,,,Kiharu,Kangema,-0.688393,36.8943
Kanyerus Dispensary,West Pokot,Hospital,,,,North Pokot,Kacheliba,1.36064,34.80568
Kanyongonyo,Kitui,Hospital,,,,Lower Yatta,Kanyongonyo,-1.83068,37.93266
Kanyoni Community Dispensary,Kiambu,Hospital,,,,Gatundu North,Kamwangi,-0.92336,36.85143
Kanyoni Dispensary,Laikipia,Hospital,,,,Laikipia East,Nanyuki Town,0.031115,37.11638
Kanyuambora Dispensary,Embu,Hospital,,,,Mbeere North,Kanyuambora,-0.46412,37.72055
Kanyunga Health Centre,Kitui,Hospital,,,,Mwingi Central,Kanyunga,-0.97474,38.12475
Kanyungu Dispensary,Makueni,Hospital,,,,Kibwezi,Kanyungu,-2.29088,38.07589
Kanyuru Dispensary,Tharaka Nithi,Hospital,,,,Tharaka South,Marimanti Market,-0.13978,37.89414
Kanzau Dispensary,Kitui,Hospital,,,,Kisasi,Kitui,-1.52625,38.0798
Kanzauwu Dispensary,Kitui,Hospital,,,,Kitui Central,Kanzauwu Market,-1.5534,38.12548
Kanzaw'u Dispensary,Kitui,Hospital,,,,Nzambani,kanzaw'u shopping centre,-1.55337,38.12552
Kanziku Health Centre,Kitui,Hospital,,,,Mutomo,Kanziku,-1.98086,38.35155
Kanzinwa Dispensary,Kitui,Hospital,,,,Mumoni,Kanzinwa Market,-0.46497,38.07466
Kanzokea Health Centre,Makueni,Hospital,,,,Kathonzweni,Kathonzweni,-1.92718,37.79707
Kanzui Dispensary,Kitui,Hospital,,,,Mwingi Central,Kanzui Town,-0.98316,38.16449
Kaongo Health Centre,Meru,Hospital,,,,Meru Central,Kaongo Market,-0.04146,37.72116
Kaonyweni Dispensary,Machakos,Hospital,,,,Masinga,Kaonyweni,-0.97269,37.74889
Kaparon Health Centre,Elgeyo Marakwet,Hospital,,,,Marakwet East,Kapsowar,1.28751,35.6575
Kapau dispensary,Baringo,Hospital,,,,East Pokot, ,1.23767,35.96152
Kapchanga Dispensary,Kericho,Hospital,,,,Belgut,Kiptere,-0.40373,35.07546
Kapchebar Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.55479,35.51298
Kapchebau Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet East,Kapsowar,1.1602,35.59928
Kapchebwai Dispensary,Kericho,Hospital,,,,Kericho,Kericho,-0.18514,35.208
Kapchelal Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.82903,35.55397
Kapchemibei Dispensary,Bomet,Hospital,,,,Sotik,Ndanai Market,-0.86812,35.10614
Kapchemogen Dispensary,West Pokot,Hospital,,,,Pokot South,Chepareria,1.32273,35.30323
Kapchemwani Dispensary,Vihiga,Hospital,,,,Hamisi, ,0.037819,34.762784
Kapchepkok Dispensary,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.27821,35.01314
Kapchepkor Dispensary,Baringo,Hospital,,,,Baringo North,Kabartonjo,0.62314,35.81907
Kapcheptoror Dispensary,Kericho,Hospital,,,,Kericho,Kapcheptoror Girls Secondary School,-0.31132,35.29983
Kapcherop Health Centre,Elgeyo Marakwet,Hospital,,,,Marakwet West,Kitale,1.04875,35.32414
Kapchesewes dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West, ,1.76543,35.42363
Kapchorua Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.10114,35.28
Kapchumba Dispensary,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.23096,35.19798
Kapchumbe Dispensary,Bomet,Hospital,,,,Sotik,Gorgor,-0.87167,35.08193
Kapedo Sub-District Hospital,Turkana,Hospital,,,,Turkana East,Kapedo,1.18697,36.10472
Kapelibok Dispensary,Turkana,Hospital,,,,Turkana South,Nakwamoru,3.12,35.6
Kapenguria District Hospital,West Pokot,Hospital,,,,West Pokot,Kapenguria,1.23808,35.12097
Kapindasim Dispensary,Baringo,Hospital,,,,Marigat,Kabarnet,0.48268,36.17805
Kapisimba Dispensary,Bomet,Hospital,,,,Chepalungu,Siongiroi,-0.92395,35.20801
Kapiyo Dispensary,Siaya,Hospital,,,,Bondo,Maranda,-0.08601,34.17491
Kapkagaron Dispensary,Nandi,Hospital,,,,Nandi North,Eldoret,0.45354,35.08241
Kapkangani Health Centre,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.18648,34.97835
Kapkara Dispensary,Kericho,Hospital,,,,Kericho,kipsitet,-0.27324,35.11164
Kapkata Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West,Kapsowar,0.9125,35.62007
Kapkateny Dispensary,Bungoma,Hospital,,,,Cheptais,Kapkateny,0.80089,34.62329
Kapkatet District Hospital,Kericho,Hospital,,,,Bureti,Kapkatet,-0.62738,35.19319
Kapkeben Dispensary,Nandi,Hospital,,,,Nandi South,Kobujoi market,0.10992,34.92343
Kapkeburu Dispensary,Kericho,Hospital,,,,Belgut,Kiptere,-0.42382,35.08536
Kapkei Dispensary,Uasin Gishu,Hospital,,,,Eldoret East,Eldoret,0.54133,35.4408
Kapkein Dispensary,Baringo,Hospital,,,,Mogotio,Mogotio,0.23182,35.7877
Kapkelei,Bomet,Hospital,,,,Sotik,Ndanai,-0.79459,35.15812
Kapkelelwa Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.37565,35.71838
Kapkenyeloi Dispensary,Nandi,Hospital,,,,Nandi North,Kapsabet,0.54101,34.97898
Kapkeringoon Dispensary,Nandi,Hospital,,,,Nandi North,Kapsabet,0.41805,35.12944
Kapkesosio Dispensary,Bomet,Hospital,,,,Chepalungu,Bomet,-0.84667,35.31861
Kapkessum Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,iten,0.68534,35.47156
Kapket Dispensary,Nakuru,Hospital,,,,Kuresoi,Kiptagich,-0.58698,35.58354
Kapkiam Dispensary,Kericho,Hospital,,,,Kericho,Kericho,-0.29239,35.37288
Kapkiamo Dispensary,Baringo,Hospital,,,,Baringo North,Kabartonjo,0.65734,35.78088
Kapkibimbir Dispensary,Nandi,Hospital,,,,Chesumei,Kapsabet,0.23539,35.16725
Kapkimolwa Dispensary,Bomet,Hospital,,,,Bomet East,Mulot Market,-0.86094,35.39295
Kapkirwa Dispensary,Nandi,Hospital,,,,Tinderet,Maraba Market,0.00467,35.42365
Kapkisiara Dispensary,Kericho,Hospital,,,,Bureti,Roret,-0.52615,35.111599
Kapkitony Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo South,Eldoret,0.23704,35.58166
Kapkoi Disp,Uasin Gishu,Hospital,,,,Wareng,Eldoret,0.28907,35.38087
Kapkoi Health Centre,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.52489,35.50735
Kapkoi Health Centre (Kwanza),Trans Nzoia,Hospital,,,,Kwanza,Kitale,1.13017,34.64278
Kapkoi Mission Dispensary,Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,1.20571,34.91496
Kapkole Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.53289,35.73625
Kapkolei Dispensary,Nandi,Hospital,,,,Nandi South, Kobujoi market,0.00849,35.0184
Kapkombe Dispensary,Baringo,Hospital,,,,Baringo North, ,0.67191,35.8252
Kapkomoi Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.50158,35.79565
Kapkonga dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo South, ,1.16547,35.61435
Kapkoris Dispensary,West Pokot,Hospital,,,,West Pokot,Kamatira,1.29052,35.1189
Kapkormom Dispensary,Kericho,Hospital,,,,Kericho,Koru,-0.229724,35.232204
Kapkoros Dispensary,Kericho,Hospital,,,,Belgut,Kericho,-0.367641,35.3214
Kapkoros Dispensary (Tinderet),Nandi,Hospital,,,,Tinderet,Nandi Hills,0.03884,35.34484
Kapkoros Health Centre,Bomet,Hospital,,,,Bomet Central,Kapkoros Market,-0.6651,35.27502
Kapkota Dispensary,Bungoma,Hospital,,,,Mt Elgon,Kapkota,0.794,34.48336
Kapkres Medical Clinic,West Pokot,Hospital,,,,Pokot South,Ortum,1.3939,35.33762
Kapkuei Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.3862,35.80659
Kapkuikui Dispensary,Baringo,Hospital,,,,Marigat,MARIGAT,0.37183,36.04069
Kapkurer Dispensary (Kericho),Kericho,Hospital,,,,Kericho,Kericho,-0.256759,35.2822
Kapkures Dispensary (Baringo),Baringo,Hospital,,,,Baringo Central,Kabarnet,0.358933,35.816542
Kapkures Dispensary (Kericho),Kericho,Hospital,,,,Kericho,Kabianga,-0.43188,35.09788
Kapkures Dispensary (Nakuru Central),Nakuru,Hospital,,,,Nakuru,Nakuru Town,-0.18642,36.0232
Kapkures Dispensary (Sotik),Bomet,Hospital,,,,Sotik,Sotik,-0.75642,35.14429
Kapkwen Dispensary,Kericho,Hospital,,,,Kipkelion,Kipkelion,-0.17852,35.49768
Kaplamai Dispensary,Nakuru,Hospital,,,,Kuresoi, ,-0.64055,35.63496
Kaplamai Health Centre,Trans Nzoia,Hospital,,,,Trans Nzoia East,Kitale,0.9877,35.12369
Kaplel Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.35173,35.76265
Kaplelach Chepyakwai,Uasin Gishu,Hospital,,,,Wareng,Eldoret,0.38315,35.24157
Kaplelach Clinic,West Pokot,Hospital,,,,Pokot South,Ortum,1.394331,35.33829
Kaplelach Tumoge,Uasin Gishu,Hospital,,,,Wareng,Eldoret,0.23518,35.32873
Kaplelartet Dispensary,Kericho,Hospital,,,,Belgut,Sigowet,-0.35122,35.03994
Kaplenge Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West,Eldoret,0.9138,35.4809
Kapletingi Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo South,Eldoret,0.34978,35.52011
Kapletundo Dispensary,Bomet,Hospital,,,,Sotik,Sotik,-0.67213,35.20142
Kaplomboi Dispensary,Bomet,Hospital,,,,Sotik,kaplomboi,-0.87166,35.08199
Kaplong Hospital,Bomet,Hospital,,,,Sotik,Sotik,-0.67722,35.13892
Kaplong Medical Clinic,Bomet,Hospital,,,,Sotik,Sotik,-0.67582,35.13948
Kapluk Dispensary,Baringo,Hospital,,,,Baringo North,Kabartonjo,0.56547,35.66666
Kapngetuny Dispensary,Uasin Gishu,Hospital,,,,Eldoret East,Eldoret,0.15637,35.56591
Kapng'ombe Dispensary,Nandi,Hospital,,,,Nandi North,Eldoret,0.49218,35.14814
Kapnyeberai Dispensary,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.22026,35.24363
Kapoleseroi Dispensary,Bomet,Hospital,,,,Chepalungu,Siongiroi Market,-0.88194,35.17278
Kaprachoge Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.18056,35.24362
Kaproret Dispensary,Kericho,Hospital,,,,Kericho,Kericho,-0.43543,35.25642
Kapsabet District Hospital,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.20243,35.10299
Kapsabet Health Care Centre,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.20245,35.09289
Kapsabet Medicare Centre,Nandi,Hospital,,,,Nandi Central, ,0.20261,35.09677
Kapsagawat Dispensary,Nandi,Hospital,,,,Nandi South,Kobujoi Market,0.05544,34.92982
