name,county,sub_county,nearest-landmark,lat,lon,type
Kabulwo Dispensary,Elgeyo Marakwet,Keiyo,Iten,0.78815,35.58417,Hospital
Kabunyeria Health Centre,Nandi,Tinderet,Nandi Hills,0.03786,35.27241,Hospital
Kabuodo Dispensary,Busia,Samia,Odiado Market,0.312307,34.1649,Hospital
Kabura Dispensary,Siaya,Siaya,Nduru market,0.13638,34.13259,Hospital
Kabururu Dispensary,Tharaka Nithi,Meru South,Kabururu,-0.40707,37.77733,Hospital
Kabuteti (AIC) Medical Clinic,Kiambu,Gatundu,Gatundutown,-0.94381,36.76355,Hospital
Kabuti Clinic,Kirinyaga,Kirinyaga East,Kianyaga,-0.47531,37.3322,Hospital
Kabutii-Matiret Dispensary,Kericho,Belgut,Sondu,-0.38998,35.01269,Hospital
Kabuto Dispensary,Migori,Nyatike,Kabuto,-0.9241,34.1703,Hospital
Kabwareng Dispensary,Nandi,Nandi Central,Kapsabet,0.13895,34.91616,Hospital
Kacheliba District Hospital,West Pokot,North Pokot,Makutano,1.49008,35.01068,Hospital
Kacheliba Mobile Clinic,West Pokot,North Pokot,Makutano,1.48028,35.01351,Hospital
Kacheliba South West Clinic,West Pokot,North Pokot,"Kapenguria, Kacheliba, Kacheliba",1.48128,35.01028,Hospital
Kachoda Dispensary,Turkana,Turkana North,Lokitaung,4.30986,35.68339,Hospital
Kachuth Dispensary,Homa Bay,Ndhiwa,Ratanga,-0.33342,34.42402,Hospital
Kaciongo Medical Clinic,Meru,Igembe South,Maua town,0.23558,37.93981,Hospital
Kadafu Medical Clinic,Machakos,Matungulu,Kantafu,-1.38223,37.66303,Hospital
Kadaina Community Dispensary,Kilifi,Kilifi North,Matsangoni,-3.40301,39.9276,Hospital
Kadem Tb & Leprosy Dispensary,Migori,Nyatike,Nyandema,-1.00538,34.24691,Hospital
Kadenge Ratuoro Health Centre,Siaya,Siaya,Kadenge Ratuoro,0.02373,34.17477,Hospital
Kaderboy Medical Clinic (Old Town),Mombasa,Mvita,Mombasa,-4.06217,39.67344,Hospital
Kadhola Dispensary,Homa Bay,Ndhiwa, ,-0.81123,34.28983,Hospital
Kadija Dispensary,Mandera,Mandera East,Bula mpya centre,3.93007,41.84758,Hospital
Kadinda Health Centre,Kisumu,Nyando,Ahero,-0.24004,34.89063,Hospital
Kadokong Dispensary,West Pokot,West Pokot,Kapenguria,1.25053,35.0221,Hospital
Kadokony Dispensary,West Pokot,West Pokot,Cheptuya,1.27399,34.99752,Hospital
Kadvan Medical Clinic,Kakamega,Butere,Sabatia,0.22354,34.61198,Hospital
Kadzinuni Dispensary,Kilifi,Kilifi North,Vipingo,-3.74511,39.81237,Hospital
Kaelo Dispensary,Meru,Igembe North,Kaelo Market,0.35179,37.94994,Hospital
Kaeris Dispensary,Turkana,Turkana North,Kanakurudio,4.03175,35.5928,Hospital
Kaewa Dispensary,Machakos,Masinga,Kaewa,-0.93695,37.67678,Hospital
Kaewa live care clinic,Machakos,Masinga,Kaewa,-0.94071,37.67596,Hospital
Kafuduni Dispensary,Kwale,Kinango,Mariakani,-3.90842,39.4982,Hospital
Kagaa Dispensary,Kiambu,Lari,Kagaa,-1.02817,36.70875,Hospital
Kageni Med Clinic,Tharaka Nithi,Tharaka North,Mukothima,0.01296,37.94275,Hospital
Kageno Dispensary,Homa Bay,Mbita,Rusinga,-0.45775,34.27647,Hospital
Kager Dispensary,Homa Bay,Homa Bay,Oneno,-0.56097,34.53711,Hospital
Kagere Dispensary,Nyeri,Nyeri South,Othaya Town,-0.506,36.94852,Hospital
Kagicha Dispensary,Nyeri,Nyeri South,Kagicha,-0.60031,36.90191,Hospital
Kagio Catholic Dispensary (Mary Immucate Catholic,Kirinyaga,Kirinyaga West,Kagio,-0.63112,37.25387,Hospital
Kagio Gyne Centre,Kirinyaga,Kirinyaga West,Kagio Market,-0.37484,37.15345,Hospital
Kagio Nursing Home (Kagio),Kirinyaga,Kirinyaga West,Kagio,-0.63112,37.25078,Hospital
Kagio Nursing Home (Kerugoya),Kirinyaga,Kirinyaga Central, ,-0.49895,37.2777,Hospital
Kagioini Catholic Dispensary,Nyeri,Nyeri South, ,-0.49733,36.90517,Hospital
Kagoji Dispensary,Meru,Meru Central,Kithirune Market,-0.01617,37.57329,Hospital
Kagonye Dispensary,Nyeri,Nyeri South,Othaya Town,-0.52279,36.91132,Hospital
Kag-Sombo Medical Clinic,Tana River,Bura,Sombo,-0.59172,39.69671,Hospital
Kagumo Boys High School Clinic,Nyeri,Nyeri Central, ,-0.40493,37.01458,Hospital
Kagumo College Dispensary,Nyeri,Tetu,Gatitu,-0.45522,37.0013,Hospital
Kagumo Health Centre,Kirinyaga,Kirinyaga Central,Kagumo,-0.4742,37.23719,Hospital
Kagumo Live Giving Dispensary/Laboratory,Kirinyaga,Kirinyaga Central,Kagumo,-0.47255,37.23825,Hospital
Kagumo Maternity,Kirinyaga,Kirinyaga West,Kagumo,-0.42733,37.23822,Hospital
Kagumo Surgical and Medical Clinic,Kirinyaga,Kirinyaga Central,Kagumo Town,-0.28598,37.14099,Hospital
Kagumo Teachers College Dispensary,Nyeri,Tetu,Gatitu,-0.46755,36.99947,Hospital
Kagumoini Dispensary (Muranga North),Murang'a,Mathioya,Kiriaini,-0.62007,36.9821,Hospital
Kagumoini Dispensary (Muranga South),Murang'a,Kandara,Kagumoini,-0.89741,37.07161,Hospital
Kagunduini Dispensary,Murang'a,Kandara,Kagunduini,-0.89464,37.04529,Hospital
Kagunduini Medical Clinic (Nyeri South),Nyeri,Tetu,Kagunduini,-0.491812,37.0454,Hospital
Kaguthi Dispensary,Murang'a,Kandara,Kaguthi,-0.87875,36.95783,Hospital
Kagwa Health Centre,Siaya,Rarieda,Amoyo,-0.22851,34.25665,Hospital
Kagwathi (SDA) Dispensary,Murang'a,Kandara,Gakuyu,-0.85942,37.07856,Hospital
Kagwe Catholic Dispensary,Kiambu,Lari,Kagwe,-1.01273,36.73447,Hospital
Kagwe Dispensary,Kiambu,Lari,Kagwe,-1.00315,36.73671,Hospital
Kagwe Health Services Clinic,Kiambu,Lari,Kagwe,-1.00347,36.74367,Hospital
Kahaaro Dispensary,Nyeri,Mukurweini,Kahaaro,-0.59231,37.06782,Hospital
Kahaaro Medical Clinic,Nyeri,Tetu,Gichira,-0.48441,37.01108,Hospital
Kahada Medical Clinic,Mombasa,Changamwe,Mombasa,-4.00502,39.5794,Hospital
Kahara Medical Clinic,Nyeri,Mukurweini,Kaheti,-0.5345,37.05645,Hospital
Kaharo Dispensary,Murang'a,Muranga South,Kaharo,-0.79999,37.06166,Hospital
Kahatia Medical Clinic,Murang'a,Kahuro,Kahuro,-0.716275,36.9033,Hospital
Kahawa Dispensary,Nyamira,Borabu,Manga,-0.81482,35.06147,Hospital
Kahawa Garrison Health Centre,Nairobi,Roysambu,Nairobi,-1.18048,36.89748,Hospital
Kahawa Wendani Hospital,Kiambu,Ruiru,Githurai,-1.19498,36.92596,Hospital
Kahawa West Health Centre,Nairobi,Roysambu,kahawa market (city council market),-1.18716,36.91278,Hospital
Kahembe Health Centre,Nyandarua,Nyandarua North,Leshau Karai,0.02463,36.45391,Hospital
Kaheti Dispensary & Maternity,Nyeri,Mukurweini,Kaheti,-0.53228,37.05904,Hospital
Kahiga Dispensary,Nyeri,Nyeri Central,Kiganjo,-0.43732,37.04248,Hospital
Kahuhia (ACK) Clinic,Murang'a,Kahuro,Kahuro,-0.71,37.04,Hospital
Kahuho Community Dispensary,Kiambu,Kikuyu,Kahuho,-1.21489,36.6767,Hospital
Kahuho I (AIC) Dispensary,Nyandarua,Nyandarua Central,Olkalou,-0.29098,36.33236,Hospital
Kahuho Private Dispensary,Kiambu,Kikuyu,Kahuho,-1.21191,36.67467,Hospital
Kahuro Medical Clinic,Murang'a,Kahuro,Kahuro,-0.745661,36.9985,Hospital
Kahurru Dispensary,Nyandarua,Nyandarua Central,Oklalou,-0.25626,36.37513,Hospital
Kahuru Dispensary (Nyeri North),Nyeri,Mathira East,Iriaini,-0.45692,37.16091,Hospital
Kahuti Medical Clinic,Murang'a,Kahuro,Kahuro,-0.71528,36.9738,Hospital
Kai Dispensary,Makueni,Makindu,Kai,-2.27199,37.87936,Hospital
Kaia Dispensary,Makueni,Kilungu,Kitandi Market,-1.74983,37.34643,Hospital
Kaiani (ABC) Dispensary,Machakos,Kathiani,Kaiani,-1.395634,37.30139,Hospital
Kaiani Dispensary,Machakos,Mwala,Wamunyu,-1.35276,37.5882,Hospital
Kaibei Dispensary,Trans Nzoia,Kwanza,Kitale,1.08089,34.80747,Hospital
Kaiboi Mission Health Centre,Nandi,Nandi North,Kapsabet,0.4102,35.01878,Hospital
Kaibos Dipensary,West Pokot,West Pokot,Kapenguria,1.21212,35.14475,Hospital
Kaigat (SDA) Health Centre,Nandi,Nandi North,Eldoret,0.49177,35.10722,Hospital
Kaikor Health Centre,Turkana,Turkana North,Kaikor,4.72124,35.34123,Hospital
Kaikungu Dispensary,Kitui,Mwingi West, ,-1.09944,37.98712,Hospital
Kaimbaga Dispensary,Nyandarua,Nyandarua Central,Captain,-0.3864,36.38465,Hospital
Kaimosi Mission Hospital,Vihiga,Hamisi,Cheptulu,0.13183,34.84834,Hospital
Kaimosi Tea Dispensary,Nandi,Nandi Central,Kapsabet,0.15719,34.93193,Hospital
Kainuk Health Centre,Turkana,Turkana South,Kainuk,1.84694,35.6562,Hospital
Kairi Medical Clinic,Kiambu,Gatundu North,Kairi,-0.95963,36.93001,Hospital
Kairini Dispensary,Kirinyaga,Kirinyaga West,Kairini,-0.54418,37.16929,Hospital
Kairo Dispensary,Murang'a,Mathioya,Kiriaini,-0.61066,36.8629,Hospital
Kairo Medical Clinic,Murang'a,Mathioya,Kiriaini,-0.587235,36.7786,Hospital
Kairungu Dispensary (Kyuso),Kitui,Kyuso,Mivukoni,-0.42641,38.31078,Hospital
Kairungu Dispensary (Mwingi),Kitui,Mwingi Central,Kairungu,-0.89049,37.93089,Hospital
Kairuri Health Centre,Embu,Manyatta,Manyatta,-0.42618,37.46468,Hospital
Kairuthi Dispensary,Nyeri,Nyeri South,Kairuthi,-0.53318,36.88813,Hospital
Kaisagat Health Centre,Trans Nzoia,Kwanza,Kitale,1.07622,35.0449,Hospital
Kaisugu Dispensary,Kericho,Londiani,Brooke Bond,-0.31507,35.37531,Hospital
Kaitese Dispensary,Turkana,Loima,Nadapal,3.00493,35.43402,Hospital
Kaithe Medical Clinic,Meru,Imenti North,Meru,0.10351,37.68147,Hospital
Kaithe Stage Medcare,Meru,Imenti North,Meru,0.10535,37.6923,Hospital
Kaithe Stage Medcare Clinic,Meru,Imenti North,Meru,0.09885,37.6785,Hospital
Kaitui Dispensary,Kericho,Kericho,Kericho,-0.28621,35.16226,Hospital
Kaiyaba Dispensary,Nyeri,Mathira West,Ngandu,-0.28465,37.05196,Hospital
Kajabdar Medical Clinic,Mombasa,Likoni,Mombasa,-4.107,39.64363,Hospital
Kajaja 2 Dispensary,Wajir,Tarbaj,Kajaja 2,1.99376,40.34394,Hospital
Kajiado (AIC) Dispensary,Kajiado,Kajiado Central,Kajiado,-1.83119,36.80599,Hospital
Kajiado Christian Medical Centre,Kajiado,Kajiado Central,Kajiado,-1.81891,36.81146,Hospital
Kajiado County Beyond Zero Campaign Mobile Clinic,Kajiado,Kajiado Central, ,-1.85775,36.77214,Hospital
Kajiado District Hospital,Kajiado,Kajiado Central,Kajiado Town,-1.85775,36.77214,Hospital
Kajiampau Dispensary,Tharaka Nithi,Meru South,Chuka Town/ Kathwana Market,-0.31805,37.85015,Hospital
Kajieyi Dispensary,Homa Bay,Rachuonyo North,Lida  Market,-0.37471,34.74031,Hospital
Kajire Dispensary,Taita Taveta,Voi,Voi,-3.5172,38.6079,Hospital
Kajuki Health Centre,Tharaka Nithi,Meru South,Chuka Town,-0.33542,37.83123,Hospital
Kaka Health Clinic,Meru,Igembe Central,Kangeta Market,0.27501,37.88678,Hospital
Kaka Medical Centre (Race Course Rd),Nairobi,Starehe,Wakulima market,-1.28613,36.83064,Hospital
Kakamega Central Nursing Home,Kakamega,Kakamega Central (Lurambi),Kakamege Town,0.28361,34.75186,Hospital
Kakamega County Beyond Zero Mobile Clinic,Kakamega,Kakamega Central (Lurambi), ,0.27432,34.7606,Hospital
Kakamega Forest Dispensary,Kakamega,Kakamega East (Shinyalu),Shinyalu,0.2358,34.86755,Hospital
Kakamega Police Line VCT,Kakamega,Kakamega Central (Lurambi),Kakamege Town,0.27907,34.75479,Hospital
Kakamega Provincial General Hospital (PGH),Kakamega,Kakamega Central (Lurambi),Kakamege Town,0.27432,34.7606,Hospital
Kakamega VCT Centre (Stand Alone),Kakamega,Kakamega Central (Lurambi),Kakamega Town,0.27945,34.75384,Hospital
Kakeani Dispensary,Kitui,Kitui West,Kakeani,-1.15071,37.94233,Hospital
Kakelae Dispensary,Turkana,Turkana North,Lokitaung,4.048,35.67,Hospital
Kaki Family Medical Clinic,Meru,Imenti South,Kinoro Market,-0.17959,37.63352,Hospital
Kakiptui Dispensary,Kericho,Belgut,Kericho,-0.37373,35.22604,Hospital
Kako Dispensary,Makueni,Mbooni East,Kako Market,-1.70279,37.6473,Hospital
Kakoneni Dispensary,Kilifi,Malindi,Kakoneni Market,-3.16442,39.86595,Hospital
Kakong Dispensary,Turkana,Turkana South,Kainuk,2.0217,35.52571,Hospital
Kakongo Dispensary,Machakos,Masinga,Kakongo,-1.01172,37.54335,Hospital
Kakuku Dispensary,Machakos,Masinga,Kakuku,-0.9271,37.47506,Hospital
Kakululo Dispensary,Kitui,Mwingi West,Kakululo,-1.06456,37.87144,Hospital
Kakuma Medical Clinic,Turkana,Turkana West,Kakuma,4.2134,34.32561,Hospital
Kakuma Mission Hospital,Turkana,Turkana West,Kakuma,3.70756,34.86506,Hospital
Kakungu Dispensary,Kitui,Nzambani,Kavalula shopping center,-1.39028,38.0298,Hospital
Kakutha Dispensary,Makueni,Nzaui,Matiliku,-1.92508,37.46834,Hospital
Kakuuni Dispensary,Kitui,Katulani,Kitui,-1.45616,37.93771,Hospital
Kakuyuni Dispensary (Malindi),Kilifi,Malindi,Malindi,-3.22034,40.00194,Hospital
Kakuyuni Facility,Kilifi,Malindi,Malindi,-3.13236,40.00114,Hospital
Kakuyuni Health Centre,Machakos,Kangundo,Kakuyuni,-1.36413,37.346,Hospital
Kakuzi Limited Dispensary,Kiambu,Thika East,Thika,-1.0214,37.16755,Hospital
Kakwanyang Dispensary,Turkana,Turkana Central,Lodwar,3.15338,35.67634,Hospital
Kalaacha Dispensary,Kericho,Bureti,Kalaacha,-0.61517,35.1419,Hospital
Kalabata Dispensary,Baringo,Baringo North,Kabartonjo,0.91602,35.83066,Hospital
Kalacha (AIC) Dispensary,Marsabit,Marsabit North,North Horr,2.19993,37.59726,Hospital
Kalacha Hospital (Chalbi),Marsabit,Marsabit North,North Horr,3.12688,37.42475,Hospital
Kalacha Model Health Centre (Chalbi),Marsabit,Marsabit North,kalacha,3.10698,38.09409,Hospital
Kalala Dispensary,Machakos,Mwala,Masii,-1.57479,37.63376,Hospital
Kalalu Dispensary,Laikipia,Laikipia East,Nanyuki,0.08227,37.16625,Hospital
Kalama Dispensary,Machakos,Machakos,Kyangala,-1.63472,37.3027,Hospital
Kalambani Dispensary,Kitui,Mutomo,Mutha,-1.3988,38.30103,Hospital
Kalamene Dispensary,Meru,Igembe South,Nduguto Market,0.21127,37.92697,Hospital
Kalandini Health Centre,Machakos,Matungulu,Kalandini,-1.22208,37.29583,Hospital
Kalanga Dispensary,Kitui,Mwingi East,Kalanga,-0.82149,38.39148,Hospital
Kalanzoni Dispensary,Makueni,Mukaa,kalanzoni market,-1.70816,37.25748,Hospital
Kalatine Dispensary,Kitui,Mumoni,Kalatine,-0.66925,37.9994,Hospital
Kalawa Health Centre,Makueni,Mbooni East,Kalawa Market,-1.64758,37.71254,Hospital
Kalemrekai Dispensary,West Pokot,West Pokot,Kongelai,1.44532,34.96367,Hospital
Kalemungorok Dispensary,Turkana,Turkana South,Kalemungorok,2.137649,35.49764,Hospital
Kalemung'orok Dispensary,West Pokot,North Pokot,Kacheliba Centre,1.55614,35.07806,Hospital
Kalewa Dispensary,Tharaka Nithi,Maara,Chogoria,-0.26455,37.60916,Hospital
Kali Dispensary,Makueni,Mbooni West,Kali Market,-1.63348,37.3863,Hospital
Kaliakakya Dispensary,Kitui,Kitui Central,Kitui,-1.42109,37.91232,Hospital
Kaliani Dispensary,Kitui,Mutomo,Mathima shopping center,-1.9041,38.3277,Hospital
Kaliani Health Centre,Makueni,Mbooni West,Munyetani Market,-1.64099,37.494,Hospital
Kalicha Dispensary,Mandera,Mandera North,Rhamu,3.97266,41.11829,Hospital
Kalii Dispensary,Makueni,Makindu,Makindu,-2.10373,37.76118,Hospital
Kaliku Dispensary,Kitui,Mutitu,Mutito,-1.29244,38.30107,Hospital
Kalikuvu Dispensary,Kitui,Katulani,Kakuuni,-1.47474,37.92721,Hospital
Kaliluni (AIC) Dispensary,Machakos,Kathiani, ,-1.49071,37.31491,Hospital
Kalima Dispensary,Makueni,Nzaui, ,-1.98491,37.59554,Hospital
Kalimani Disensary,Kitui,Matinyani,kalimani,-1.33963,37.94476,Hospital
Kalimani Dispensary,Makueni,Kibwezi,Mtito Andei,-2.55138,38.09909,Hospital
Kalimapus Dispensary,Turkana,Turkana Central,Kalokol,3.55141,35.91854,Hospital
Kalimbene Dispensary,Meru,Igembe Central,Kangeta Market,0.30276,37.85314,Hospital
Kalimoni Hospital (Ruiru),Kiambu,Ruiru,Ruiru Town,-1.14429,36.95616,Hospital
Kalimoni Hospital (Thika),Kiambu,Thika West,Thika,-1.11605,37.01975,Hospital
Kalisasi Dispensary,Kitui,Mwingi Central,Kalisasi,-0.96469,38.07142,Hospital
Kalitini Dispensary,Kitui,Mwingi East,Kalitini,-0.99175,38.25583,Hospital
Kalivu Dispensary,Kitui,Mutomo,Kalivu,-2.02032,38.10031,Hospital
Kaliwa Dispensary,Kitui,Mumoni,Kaliwa Market,-0.5999,38.08451,Hospital
Kalobeyei Dispensary,Turkana,Turkana West,Kakuma,3.81115,34.7288,Hospital
Kalokol (AIC) Health Centre,Turkana,Turkana Central,Kalokol,3.5297,35.86744,Hospital
Kalokol Dispensary,Turkana,Turkana Central,Kalokol,2.0744,35.44936,Hospital
Kaloleni Dispensary,Nairobi,Makadara,Kaloleni Shopping Centre,-1.29553,36.84623,Hospital
Kaloleni Health Servics,Nairobi,Makadara,Nairobi,-1.29553,36.84623,Hospital
Kaloleni Medical Clinic,Trans Nzoia,Trans Nzoia West,Kitale,1.02765,34.99728,Hospital
Kalukuni Mission Dispensary,Machakos,Yatta,Kithimani,-1.23918,37.51157,Hospital
Kalulini Dispensary,Kitui,Lower Yatta,Kalulini Market,-1.65146,37.8457,Hospital
Kalulini Dispensary (Kibwezi),Makueni,Kibwezi,Masongaleni,-2.35123,37.9948,Hospital
Kalulu Dispensary,Kitui,Nzambani,Kalulu Shopping Center,-1.53529,38.16677,Hospital
Kalunga Dispensary,Machakos,Kathiani,Kathiani,-1.44989,37.31371,Hospital
Kalungu Dispensary,Makueni,Makindu,Kalungu,-2.35504,37.95359,Hospital
Kaluo Dispensary,Siaya,Siaya,Hono Market,0.11195,34.33441,Hospital
Kalwal Dispensary,Elgeyo Marakwet,Keiyo South,Iten,0.26756,35.61691,Hospital
Kalyambeu Dispensary,Machakos,Mwala,Masii,-1.44701,37.50989,Hospital
Kalyet Clinic (Kipkelion),Kericho,Londiani,Londiani,-0.12211,35.50582,Hospital
Kalyet Clinic (Wareng),Uasin Gishu,Wareng,Eldoret,0.492988,35.2663,Hospital
Kalyongwet,Kericho,Belgut,Kalyongwet,-0.36426,35.13807,Hospital
Kam ENT Services,Nairobi,Starehe,City Market,-1.28447,36.82356,Hospital
Kam Health Services,Nairobi,Starehe,City Market,-1.28447,36.82356,Hospital
Kama Medical Clinic,Meru,Igembe South,Kanuni Market,0.17541,37.95653,Hospital
Kamacabi Dispensary,Tharaka Nithi,Tharaka North,Gatunga,-0.00476,38.14997,Hospital
Kamacharia Clinic,Murang'a,Mathioya,Kiriaini,-0.599524,36.9748,Hospital
Kamacharia Dispensary,Murang'a,Mathioya,Kamacharia shoping centre,-0.60464,36.99249,Hospital
Kamae Forest Dispensary,Kiambu,Lari,Kamae,-0.84708,36.63782,Hospital
Kamae Medical Clinic,Kiambu,Lari,Gathwariga,-0.85243,36.604,Hospital
Kamaembe Dispensary,Kitui,Nzambani,Kamaembe Shopping Centre,-1.33401,38.17087,Hospital
Kamagambo Dispenasry,Migori,Rongo,Rongo,-0.73766,34.6234,Hospital
Kamaget Dispensary,Kericho,Belgut,Sigowet,-0.42532,35.06784,Hospital
Kamaget Dispensary (Trans Mara),Narok,Trans Mara East,Kamaget Market,-1.07987,35.07997,Hospital
Kamaguna Dispensary,Tharaka Nithi,Tharaka North,Maragwa Market,-0.17512,38.1098,Hospital
Kamahindu (AIC) Medical Centre,Kiambu,Lari,Kagwe,-1.00855,36.70117,Hospital
Kamahuha Dispensary,Murang'a,Muranga South,Kamahuha,-0.84556,37.17897,Hospital
Kamaindi Dispensary,Tharaka Nithi,Meru South,Chuka Town/ Kajuki Market-Barrier,-0.38057,37.83906,Hospital
Kamakwa Medical Clinic,Nyeri,Nyeri Central,Nyeri Town,-0.42753,36.9319,Hospital
Kamanau Dispensary,West Pokot,Pokot Central,Lomut,0.147622,35.57101,Hospital
Kamandio Dispensary,Kitui,Kitui Central,Kitui,-1.17032,38.09255,Hospital
Kamangunet VCT,Nandi,Nandi South,Kobujoi market,0.06117,34.97634,Hospital
Kamanyaki Dispensary,Tharaka Nithi,Tharaka South,Chiakariga,-0.32197,37.98558,Hospital
Kamanyi Dispensary,Kitui,Kitui Central,Kamanyi Market,-1.68268,37.87374,Hospital
Kamar Dispensary,Baringo,Mogotio,Mogotio,0.24738,36.01517,Hospital
Kamara Dispensary,Nakuru,Kuresoi,Kamara,-0.0965,35.67934,Hospital
Kamarandi Dispensary,Tharaka Nithi,Tharaka South,Chiakariga,-0.36862,37.89853,Hospital
Kamasai Dispensary,Nandi,Nandi North,Eldoret,0.54219,34.8804,Hospital
Kamasega Dispensary,Kericho,Kericho,Kipsitet,-0.31149,35.13417,Hospital
Kamasengere Dispensary,Homa Bay,Mbita,Kolunga Beach,-0.42124,34.14635,Hospital
Kamashia,Kakamega,Mumias,Mumias,0.29334,34.50681,Hospital
Kamasia Health Centre,Elgeyo Marakwet,Marakwet East,Kapsowar,1.06491,35.45951,Hospital
Kamasielo Dispensary,Bungoma,Kimilili Bungoma,kamasielo,0.83355,34.77753,Hospital
Kamawoi Dispensary,Kericho,Belgut,Sosiot,-0.39043,35.12798,Hospital
Kambajo Dispensary,Siaya,Bondo,Kambajo,-0.078944,34.21136,Hospital
Kambandi Dispensary,Tharaka Nithi,Meru South,Chuka Town/ Kambandi Market,-0.35005,37.67238,Hospital
Kambare Dispensary,Siaya,Gem, ,-0.03225,34.4665,Hospital
Kambe Dispensary,Kilifi,Rabai,Kambe,-3.86215,39.64079,Hospital
Kambe Kikomani Medical Clinic,Kilifi,Kaloleni,Kaloleni,-3.84001,39.62001,Hospital
Kambi Garba Dispensary,Isiolo,Isiolo,Central,0.39473,37.59273,Hospital
Kambi Ya Juu Catholic Dispensary (Isiolo),Isiolo,Isiolo,Isiolo,0.33587,37.56324,Hospital
Kambi ya Waya Dispensary,Kilifi,Magarini,Gongoni,2.92282,40.13977,Hospital
Kambimawe Dispensary,Makueni,Makueni,Wote,-1.85218,37.66094,Hospital
Kambini Dispensary,Bungoma,Kimilili Bungoma,kimilili,0.7259,34.7265,Hospital
Kambiri Health Centre,Kakamega,Kakamega East (Shinyalu),Kambiri,0.37415,34.91101,Hospital
Kambirwa Health Centre,Murang'a,Kiharu,Muranga,-0.74124,37.1921,Hospital
Kambiti Health Centre,Murang'a,Muranga South,Kambiti,-0.83128,37.2348,Hospital
Kamboe Dispensary,Marsabit,Marsabit South,Logologo,2.10432,37.89562,Hospital
Kamboo Dispensary,Makueni,Makindu,Makindu,-2.20382,37.90091,Hospital
Kambu Catholic Dispensary,Makueni,Kibwezi,Kambu,-2.5967,38.07592,Hospital
Kambu Integrated Health Clinic,Makueni,Kibwezi,Kambu,-2.59388,38.07531,Hospital
Kambu Model Health Centre,Makueni,Kibwezi,Kambu market,-2.5976,38.07714,Hospital
Kambui (PCEA) Dispensary,Kiambu,Githunguri,Githunguri,-1.101,36.86279,Hospital
Kamburaini Dispensary,Nyeri,Kieni East,Naromoru,-0.20607,37.09823,Hospital
Kamburu (PCEA) Dispensary,Kiambu,Lari,Kamburu,-1.02852,36.74016,Hospital
Kamburu Dispensary,Kiambu,Lari,Kamburu shopping centre,-1.45691,36.123,Hospital
Kambusu Dispensary,Machakos,Matungulu,Kambusu,-1.24988,37.36115,Hospital
Kamelil Dispensary (Tinderet),Nandi,Tinderet,Nandi Hills,0.02094,35.41984,Hospital
Kamelilo Dispensary,Nandi,Tinderet,Maraba,0.00597,35.309,Hospital
Kamenjo Dispensary,Bungoma,Mt Elgon,Kaborom,0.85277,34.77174,Hospital
Kamfas Clinic,Kirinyaga,Kirinyaga West,Kiangwachi,-0.61019,37.20237,Hospital
Kamili Organization,Nairobi,Westlands,same compound with lower kabete dispensary,-1.23996,36.74564,Hospital
Kamirai Dispensary,Bomet,Sotik,Kaplong,-0.66519,35.16475,Hospital
Kamirithu Medical Clinic,Kiambu,Limuru,Limuru,-1.10916,36.62983,Hospital
Kamiti Maximum Clinic,Nairobi,Roysambu,Nearer to Kahawa West Market,-1.17768,36.89448,Hospital
Kamiti Prison Hospital,Nairobi,Roysambu,Nairobi,-1.17611,36.89343,Hospital
Kamketo Dispensary,West Pokot,North Pokot,Makutano,1.92594,35.16267,Hospital
Kamkomani Dispensary,Kilifi,Kaloleni,Mariakani,-3.88438,39.51892,Hospital
Kamkong Tea Dispensary,Nandi,Nandi East,Nandi Hills,0.08246,35.18631,Hospital
Kamla Bamako Initiative Dispensary,West Pokot,North Pokot,Makutano,1.98984,35.3028,Hospital
Kamla Community Dispensary,West Pokot,North Pokot,Makutano,2.06791,35.1061,Hospital
Kamogo Health Centre,Elgeyo Marakwet,Marakwet East,Kapsowar,1.19097,35.60613,Hospital
Kamoi Dispensary,Elgeyo Marakwet,Marakwet West,Kitale,1.08498,35.25368,Hospital
Kamoko Health Centre,Nyeri,Nyeri South,Othaya Town,-0.51503,36.91206,Hospital
